PLAYER,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,Season,Team,GW18,GW19,GW20,GW21
Sharrod Neasman,,,,,,,,,,,,Q,Q,,,,,19,ATL,,,,
Isaiah Oliver,,,,,,,,,,,,,,Q,,,,19,ATL,,,,
Brandon Powell,,,,,,,,,,,,,,,,O,,19,ATL,,,,
Calvin Ridley,,,,,,,,,,,,,,IR,IR,IR,,19,ATL,,,,
Matt Ryan,,,,,,,,Q,,,,,,,,,,19,ATL,,,,
Ty Sambrailo,,,,,,,,,,,,,O,O,,,,19,ATL,,,,
Wes Schweitzer,,,,,,,,,O,,,,,,,,,19,ATL,,,,
Kendall Sheffield,,,,,,,,,,,Q,,,,,,,19,ATL,,,,
Matt Simms,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,19,ATL,,,,
Ito Smith,,,,,,,,O,O,IR,IR,IR,IR,IR,IR,IR,,19,ATL,,,,
Luke Stocker,,,,,,,,,,,,Q,,,,,,19,ATL,,,,
Desmond Trufant,,,,,,O,O,O,Q,,,,,IR,IR,IR,,19,ATL,,,,
J.J. Wilcox,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,19,ATL,,,,
Matt Wile,,,,,,O,,,,,,,,,,,,19,ATL,,,,
Blidi Wreh-Wilson,,,,,O,O,,,,,,,,,,,,19,ATL,,,,
Ricardo Allen,,,O,O,,,,,,,,,O,O,Q,,,20,ATL,,,,
James Carpenter,,,,,,,,,,,,O,O,Q,O,,,20,ATL,,,,
John Cominsky,,,,,,Q,C19,C19,C19,,,,,,,,,20,ATL,,,,
Marlon Davidson,Q,D,,,,C19,C19,C19,,,,,,O,Q,,,20,ATL,,,,
Darqueze Dennard,,,,IR,IR,IR,IR,IR,IR,,,,,O,O,O,,20,ATL,,,,
Dante Fowler,,,Q,,,,,,O,C19,Q,Q,,,,,,20,ATL,,,,
Todd Gurley,,,,,,,,,,,O,Q,,,,,,20,ATL,,,,
Charles Harris,O,O,,,,,,,,,,,,,,Q,,20,ATL,,,,
Jaylinn Hawkins,,,,,O,O,,,,,,,,,,,,20,ATL,,,,
Hayden Hurst,,,,,,,,,,,Q,,,,,,,20,ATL,,,,
Julio Jones,,,Q,Q,Q,,,,,,Q,Q,O,O,O,O,,20,ATL,,,,
Damontae Kazee,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,20,ATL,,,,
Younghoe Koo,,,,O,,,,,,,,,,,,,,20,ATL,,,,
Alex Mack,,,,,,,,,,,,,,,O,C19,,20,ATL,,,,
Jake Matthews,,Q,,,,,,,,,,,,,,,,20,ATL,,,,
Kaleb McGary,,,Q,,,,,,,,,,Q,Q,,,,20,ATL,,,,
Takkarist McKinley,,,Q,O,,O,Q,O,O,,,,,,,,,20,ATL,,,,
Jordan Miller,,,,,,,,,O,IR,IR,IR,IR,IR,IR,,,20,ATL,,,,
Keanu Neal,,,,O,,,,,,,,,,,,,,20,ATL,,,,
Foyesade Oluokun,,,Q,,,,,,,,,,,,,,,20,ATL,,,,
Brandon Powell,,,,,,,,,,,,,,,Q,O,,20,ATL,,,,
Calvin Ridley,,,,Q,,,,,Q,,,,,,,,,20,ATL,,,,
Kendall Sheffield,O,O,O,,,,,,,,,Q,,,,,,20,ATL,,,,
Olamide Zaccheaus,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,20,ATL,,,,
Josh Andrews,IR,IR,IR,IR,,,,,,,,,,,,,,21,ATL,,,,
Daren Bates,,,,,,,,,,IR,IR,IR,IR,IR,,,,21,ATL,,,,
Ryan Becker,,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,21,ATL,,,,
Jonathan Bullard,,,,,,,,O,O,,O,O,,,,,,21,ATL,,,,
John Cominsky,,,,,,,,,Q,,,,,,,,,21,ATL,,,,
Frank Darby,,O,O,,,,,,,,,,,,,,Q,21,ATL,,,,
Marlon Davidson,,,,O,O,,,,,,,,,,,,,21,ATL,,,,
Emmanuel Ellerbee,,,,,,,,,,,,,,IR,IR,IR,IR,21,ATL,,,,
Dante Fowler,,,,,,O,IR,IR,,,,,,Q,,,,21,ATL,,,,
Russell Gage,,,O,O,O,,,,,,,,,,,,,21,ATL,,,,
Jaeden Graham,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,ATL,,,,
Richie Grant,,,,,,,,,,,,,Q,,,,,21,ATL,,,,
Erik Harris,,,,,D,,,,,,,,,O,IR,IR,IR,21,ATL,,,,
Jaylinn Hawkins,,,,,,,,,,Q,,,,,,,,21,ATL,,,,
Caleb Huntley,,,IR,IR,IR,IR,IR,IR,,,,,,,,,,21,ATL,,,,
Hayden Hurst,,,,,,,,,,IR,IR,IR,,,,,,21,ATL,,,,
Deion Jones,,,,,,,,,,,Q,,,,,,,21,ATL,,,,
Jalen Mayfield,,,,,,,,,,,,,,,,,Q,21,ATL,,,,
A.J. McCarron,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,ATL,,,,
Steven Means,,,,,,,,,IR,IR,IR,,,,,,,21,ATL,,,,
Fabian Moreau,,,,,,,,,,,,,,,,D,,21,ATL,,,,
Cameron Nizialek,,,,,IR,IR,IR,IR,,,,,,,,,,21,ATL,,,,
George Obinna,,IR,IR,IR,IR,,,,,,,,,,,,,21,ATL,,,,
Adetokunbo Ogundeji,,,,,,,,,,,,,Q,,,,,21,ATL,,,,
Isaiah Oliver,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,ATL,,,,
Qadree Ollison,,,,,,,,,,,,,,,,,Q,21,ATL,,,,
Cordarrelle Patterson,,,,,,,,,,Q,Q,,,,,,,21,ATL,,,,
Kyle Pitts,,,,,,,,,,,,,,,,,Q,21,ATL,,,,
Calvin Ridley,,,,,O,,,,,,,,,,,,,21,ATL,,,,
Deadrin Senat,,,,,IR,IR,IR,IR,,,,,,,,,,21,ATL,,,,
Tajae Sharpe,,,,,,,,,,,,,,,D,,,21,ATL,,,,
Kendall Sheffield,IR,IR,IR,IR,,,,,O,O,O,,,,,,,21,ATL,,,,
Lee Smith,,,,,,,,,O,,,,,,,,,21,ATL,,,,
AJ Terrell,,,O,,,,,,,,,,,,,,,21,ATL,,,,
Avery Williams,,,,,D,O,,,,,,,,,,,,21,ATL,,,,
DeAundre Alford,,,,,,,O,Q,,,,,,,,,,22,ATL,,,,
Cornell Armstrong,IR,,,,,,,,,,,,,,,,,22,ATL,,,,
Jared Bernhardt,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,,22,ATL,,,,
Beau Brinkley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Jalen Dalton,IR,,,,,,,,,,,D,Q,,,,,22,ATL,,,,
Marlon Davidson,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,22,ATL,,,,
Arnold Ebiketie,,,,,,,,,,,,Q,Q,,,,,22,ATL,,,,
Chuma Edoga,,,,,,,,,,,,Q,Q,O,O,O,IR,22,ATL,,,,
Emeka Emezie,,,,,,,,,,,,,,,,IR,IR,22,ATL,,,,
John FitzPatrick,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,22,ATL,,,,
Feleipe Franks,,,,,,,,,,O,O,Q,,,,O,,22,ATL,,,,
Ta'Quon Graham,,,,,,,,,,,,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Darren Hall,Q,,,,,,,,,,,,,,,,,22,ATL,,,,
Erik Harris,,,,,,,,,Q,O,Q,,,,,,,22,ATL,,,,
Casey Hayward,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Matt Hennessy,,,,,,,,,,IR,IR,IR,IR,,,,,22,ATL,,,,
Caleb Huntley,,,,,,,,,,,,Q,,,IR,IR,IR,22,ATL,,,,
Deion Jones,IR,IR,IR,IR,IR,,,,,,,,,,,,,22,ATL,,,,
Drake London,Q,,,,,,,,,,,,,,,,,22,ATL,,,,
Marcus Mariota,,,,,,,,,,,,,,IR,IR,IR,IR,22,ATL,,,,
Jalen Mayfield,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,IR,IR,IR,22,ATL,,,,
Jovante Moffatt,,,,,,,,,,,,,,,,O,IR,22,ATL,,,,
Adetokunbo Ogundeji,,,,,,Q,,,,,,,,,,,,22,ATL,,,,
Isaiah Oliver,IR,IR,IR,IR,IR,,,,,,,,,,,,,22,ATL,,,,
Cordarrelle Patterson,,,,Q,IR,IR,IR,IR,IR,,,,,,,,,22,ATL,,,,
Kyle Pitts,,,,,O,Q,,,,,,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Justin Shaffer,,,,,,,,,,,,IR,IR,IR,IR,IR,,22,ATL,,,,
Derrick Tangelo,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Vincent Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,ATL,,,,
AJ Terrell,,,,,,,,O,O,O,Q,,,,,,,22,ATL,,,,
Tyler Vrabel,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,ATL,,,,
Mykal Walker,,,,,,O,,,,,,,,,,,,22,ATL,,,,
Elijah Wilkinson,,,O,,,Q,,,IR,IR,IR,IR,IR,,,Q,O,22,ATL,,,,
Damien Williams,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,22,ATL,,,,
DeAundre Alford,,,,,,,,,,O,,,,,,,,23,ATL,,,,
Josh Ali,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Troy Andersen,,O,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,O,23,ATL,,,,
Cornell Armstrong,IR,,,,,,,,,,,,,,,,,23,ATL,,,,
Chris Blair,IR,,,,,,,,,,,,,,,,,23,ATL,,,,
Drew Dalman,,,,,,,,,,,,,Q,Q,,,O,23,ATL,,,,
Tae Davis,,,,,,,,O,,,,,,,,,,23,ATL,,,,
Bud Dupree,,,,,,,,Q,,,,,,,Q,,,23,ATL,,,,
Ikenna Enechukwu,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Feleipe Franks,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Ethan Greenidge,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Keilahn Harris,,,,,,,IR,IR,,,,,,,,,,23,ATL,,,,
Zach Harrison,,,,,,,,,,,,,,,,,Q,23,ATL,,,,
Penny Hart,IR,IR,IR,IR,IR,,,,,,,,,,,,,23,ATL,,,,
Taylor Heinicke,,,,,,,,,,,Q,,,,,,Q,23,ATL,,,,
DeMarcco Hellams,,,,,,,,,O,,,,,,,,O,23,ATL,,,,
Matt Hennessy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Parker Hesse,,,,,IR,IR,IR,IR,IR,IR,,,,,,,,23,ATL,,,,
KhaDarel Hodge,Q,,,,,,,,,,,,,,,,,23,ATL,,,,
Mack Hollins,,,,,,,,,,O,O,Q,Q,,,,,23,ATL,,,,
Mike Hughes,,,,,,,,,,,,Q,Q,,,,Q,23,ATL,,,,
Grady Jarrett,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Younghoe Koo,,,,,,,,,,,,,,Q,,,,23,ATL,,,,
Nathan Landman,,,,,,,,,,,,,O,Q,,,,23,ATL,,,,
Chris Lindstrom,,,,,,,,,,,,,,Q,,,,23,ATL,,,,
Drake London,,,,,,,,,O,,,,,,,,,23,ATL,,,,
LaCale London,,,,,,,,,IR,IR,IR,IR,O,Q,,,,23,ATL,,,,
Jake Matthews,,,,,,,,,,,,,,Q,,,,23,ATL,,,,
Kaleb McGary,,,,,,,,,,,,,O,O,Q,Q,,23,ATL,,,,
Adetokunbo Ogundeji,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Jeff Okudah,O,Q,Q,,,,,,,,,,Q,,,,,23,ATL,,,,
David Onyemata,,,,,,,,,,Q,,,O,O,Q,,,23,ATL,,,,
Cordarrelle Patterson,Q,,Q,Q,,,,,,,,,,,,,,23,ATL,,,,
Bradley Pinion,,,,,,,,Q,,,,,,,,,,23,ATL,,,,
Jacob Saylors,,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Keith Smith,,,,,,,,,O,,,,,,D,IR,IR,23,ATL,,,,
Kentavius Street,,,,,,,,,,,,,,O,IR,IR,IR,23,ATL,,,,
AJ Terrell,,,,,,,,,,,,,Q,,,,,23,ATL,,,,
Barry Wesley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Avery Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,ATL,,,,
Micah Abernathy,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,ATL,,,,
DeAundre Alford,,,,,,,,,,,O,,,,,,,24,ATL,,,,
Troy Andersen,,,,,O,O,O,O,Q,,O,,,O,IR,IR,IR,24,ATL,,,,
JD Bertrand,,,,,,,,,O,O,O,,,,,,Q,24,ATL,,,,
Lorenzo Carter,,,,,,,O,IR,IR,IR,IR,,,,Q,,,24,ATL,,,,
Drew Dalman,,,,IR,IR,IR,IR,IR,Q,Q,,,,,,,,24,ATL,,,,
Brandon Dorlus,,,,,,,,,,,,,,,,,Q,24,ATL,,,,
Milo Eifler,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,24,ATL,,,,
Tucker Fisk,IR,,,,,,,,,,,,,,,,,24,ATL,,,,
Ta'Quon Graham,,,,,,,,,,,O,IR,IR,IR,IR,IR,IR,24,ATL,,,,
Jakeem Grant,IR,,,,,,,,,,,,,,,,,24,ATL,,,,
Antonio Hamilton,O,O,,,,,Q,Q,,,O,,,,,O,IR,24,ATL,,,,
Harrison Hand,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,ATL,,,,
KhaDarel Hodge,,,,,,,,,,,,,,,Q,,,24,ATL,,,,
Mike Hughes,,,,,,,,,,,O,O,Q,,,,,24,ATL,,,,
Kevin King,,,,,,,,,,,,,,,,O,,24,ATL,,,,
Younghoe Koo,,,,,,,,,,,,Q,,,IR,IR,IR,24,ATL,,,,
Nathan Landman,,O,IR,IR,IR,Q,,,,,,,,,,,,24,ATL,,,,
Chris Lindstrom,,,,,,,,,Q,,,,,,,,,24,ATL,,,,
Drake London,,,,,,,,,,Q,,,,,,,,24,ATL,,,,
Jase McClellan,,,,,Q,,,,,,,O,O,IR,IR,IR,IR,24,ATL,,,,
Kaleb McGary,,,,O,,,,,,,,,,,,,,24,ATL,,,,
Darnell Mooney,,,,,,,,,,,,,,,,,Q,24,ATL,,,,
Rondale Moore,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,ATL,,,,
Ryan Neuzil,,,,,,,,Q,,,,,,,,,,24,ATL,,,,
Ruke Orhorhoro,,,,,,,,,O,IR,IR,IR,Q,Q,,,,24,ATL,,,,
Justin Simmons,,,,,,,Q,D,,,,,,,,,,24,ATL,,,,
James Smith-Williams,,,,,,,,,,,O,IR,IR,IR,IR,IR,IR,24,ATL,,,,
Josh Thompson,IR,,,,,,,,,,,,,,,,,24,ATL,,,,
Bralen Trice,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,ATL,,,,
Casey Washington,,,,,,,,,,,,,,O,O,,,24,ATL,,,,
Charlie Woerner,,,,,,,,,,,O,,,,,,,24,ATL,,,,
Nick Barnett,,,,,Q,Q,,,,,,,,,,,,11,BUF,,,,
Demetress Bell,,,,,O,O,Q,D,O,Q,Q,,,,,D,,11,BUF,,,,
Jairus Byrd,,,,,,,,,,,,,P,,,,,11,BUF,,,,
Mike Caussin,,,,,,,,,,,,,,,,O,,11,BUF,,,,
Scott Chandler,,,,,,,,,,,,,D,O,Q,,,11,BUF,,,,
Marcell Dareus,,,,,,,,,,,,,,,Q,,,11,BUF,,,,
Marcus Easley,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Robert Eddins,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Ryan Fitzpatrick,,,,,,,,P,,,,,,,,,,11,BUF,,,,
Chris Hairston,,,,,,,O,Q,Q,P,,,,,,,,11,BUF,,,,
Bruce Hall,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Fred Jackson,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Spencer Johnson,,,P,,,,,,,Q,,,,,,,,11,BUF,,,,
Stevie Johnson,,P,P,P,,,,,P,Q,P,,,P,P,,,11,BUF,,,,
Donald Jones,,,,,,O,O,P,,,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Chris Kelsay,,,,,P,O,P,Q,Q,Q,,,,,,,,11,BUF,,,,
Andy Levitre,,,,,,P,,Q,,,,,,,,,,11,BUF,,,,
Rian Lindell,,,,,,,,,O,O,O,O,IR,IR,IR,IR,,11,BUF,,,,
Ruvell Martin,,,,,Q,,,,,,,,,,Q,P,,11,BUF,,,,
Terrence McGee,,O,O,O,P,P,,,,,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Leodis McKelvin,,,,,,,,,,,,D,,,,,,11,BUF,,,,
Shawne Merriman,,P,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Arthur Moats,O,Q,,,,,,,,,,,,,,,,11,BUF,,,,
Kirk Morrison,,,Q,P,,,,,,,,,,,,,,11,BUF,,,,
David Nelson,,,,,,,,,,Q,P,,,,,,,11,BUF,,,,
Roscoe Parrish,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Erik Pears,,,,,,,,,,Q,,,,,,,,11,BUF,,,,
Dave Rayner,,,,,,,,,,,,,,Q,,IR,,11,BUF,,,,
Chad Rinehart,,,,,,,,,,,,,P,,,,,11,BUF,,,,
Naaman Roosevelt,,,,,,,,,,,Q,Q,,,,,,11,BUF,,,,
Da'Norris Searcy,,,,,,Q,,,,,,,,,,,,11,BUF,,,,
Brad Smith,,,,,,,,,,,,,,,,Q,,11,BUF,,,,
Lee Smith,,,,,,,,,,,,,,,IR,IR,,11,BUF,,,,
C.J. Spiller,,,,,Q,,,,,,,,,,,,,11,BUF,,,,
Torell Troup,Q,Q,P,P,Q,P,,,,,,IR,IR,IR,IR,IR,,11,BUF,,,,
Kraig Urbik,,,O,O,P,,,,,,,,,,,O,,11,BUF,,,,
Chris White,,,,O,O,P,,,,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Johnny White,,,,P,,,,P,Q,,,,,,Q,P,,11,BUF,,,,
Aaron Williams,,,,O,O,O,O,Q,Q,Q,,,O,P,,,,11,BUF,,,,
Kyle Williams,,,,,,Q,O,Q,IR,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
George Wilson,,,,,,,,,,Q,Q,Q,Q,,,,,11,BUF,,,,
Eric Wood,,,,,Q,,,,,IR,IR,IR,IR,IR,IR,IR,,11,BUF,,,,
Mark Anderson,,,,,,O,O,O,O,O,O,O,Q,Q,Q,Q,,12,BUF,,,,
Nick Barnett,,,Q,,,,,,,,,Q,Q,Q,Q,Q,,12,BUF,,,,
Ron Brooks,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,Q,,,,12,BUF,,,,
Colin Brown,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Jairus Byrd,,,Q,,Q,Q,,,,,P,P,P,Q,P,Q,,12,BUF,,,,
Mike Caussin,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,IR,IR,IR,IR,IR,,12,BUF,,,,
Scott Chandler,,,,,P,,,,P,,,P,P,P,Q,IR,,12,BUF,,,,
Marcell Dareus,,,,,,,,P,P,Q,P,P,P,Q,P,,,12,BUF,,,,
Dorin Dickerson,,,,,,,,,,,,,,,,Q,,12,BUF,,,,
Marcus Easley,,,,,,,,,,P,,,,,O,Q,,12,BUF,,,,
Ryan Fitzpatrick,,,,,,,,,P,,,,,,,,,12,BUF,,,,
Stephon Gilmore,,,,,,,,,P,,,,,,,,,12,BUF,,,,
Cordy Glenn,,,,,O,Q,Q,Q,,,,,,,,,,12,BUF,,,,
T.J. Graham,,,,,,,,P,,,,,Q,,,,,12,BUF,,,,
Chris Hairston,,,,,,,,P,P,P,P,P,D,IR,IR,IR,,12,BUF,,,,
Fred Jackson,,O,O,Q,,,,,,O,P,,,IR,IR,IR,,12,BUF,,,,
Spencer Johnson,,,,,Q,Q,Q,P,Q,Q,Q,Q,Q,Q,,,,12,BUF,,,,
Stevie Johnson,Q,,,,,,,,Q,,,,Q,,,,,12,BUF,,,,
Donald Jones,,,,,P,,,P,,,,Q,P,P,O,O,,12,BUF,,,,
Chris Kelsay,,,,,,,,P,Q,Q,P,D,IR,IR,IR,IR,,12,BUF,,,,
Andy Levitre,,,,,,,,P,P,Q,P,P,P,Q,Q,Q,,12,BUF,,,,
Ruvell Martin,,,Q,Q,Q,,,,,,,,,,,,,12,BUF,,,,
Terrence McGee,,,,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Corey McIntyre,,,,,,,,,P,,Q,Q,,,,,,12,BUF,,,,
Leodis McKelvin,,,,Q,,,,,P,Q,P,P,P,Q,Q,IR,,12,BUF,,,,
Shawne Merriman,,,,,,,,,Q,,P,,,,,,,12,BUF,,,,
Arthur Moats,,,,,,,,,,,,,,,IR,IR,,12,BUF,,,,
Kirk Morrison,O,,,,,,,,,,,,,,,,,12,BUF,,,,
David Nelson,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Erik Pears,,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Chad Rinehart,,,,,Q,Q,,O,O,O,O,IR,IR,IR,IR,IR,,12,BUF,,,,
Justin Rogers,,,,,,,,,P,Q,P,Q,Q,Q,Q,Q,,12,BUF,,,,
Zebrie Sanders,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Da'Norris Searcy,,,,,,Q,Q,,,P,P,P,P,P,,Q,,12,BUF,,,,
Kelvin Sheppard,,,,,,,,,,,P,,,,,,,12,BUF,,,,
Brad Smith,Q,,,,,,P,P,,Q,Q,Q,Q,,,,,12,BUF,,,,
Lee Smith,,,,,,,,,,,,,,Q,P,,,12,BUF,,,,
C.J. Spiller,,,,D,,,,P,P,P,P,P,P,P,P,P,,12,BUF,,,,
Torell Troup,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,BUF,,,,
Kraig Urbik,Q,,,,O,Q,Q,P,Q,,,Q,Q,Q,,,,12,BUF,,,,
Chris White,,,,,,,,P,P,,,,Q,Q,Q,Q,,12,BUF,,,,
Aaron Williams,,,,,,Q,,Q,Q,Q,Q,Q,Q,P,P,,,12,BUF,,,,
Keith Williams,,,,,,,,,,,,,Q,Q,,,,12,BUF,,,,
Kyle Williams,,,,,,Q,Q,Q,Q,Q,Q,Q,,,Q,Q,,12,BUF,,,,
Mario Williams,,,,,,P,P,P,,P,P,P,P,P,P,Q,,12,BUF,,,,
George Wilson,,Q,,,,,,,,,,,,,,,,12,BUF,,,,
Eric Wood,,,,,,Q,,P,P,Q,P,P,Q,Q,Q,Q,,12,BUF,,,,
Kiko Alonso,,,,,,,,,,,,,,Q,,,,13,BUF,,,,
Ron Brooks,,O,O,O,O,Q,Q,,,,,,,,,,,13,BUF,,,,
Jairus Byrd,D,Q,Q,Q,O,P,,,,,,,,,,,,13,BUF,,,,
Alex Carrington,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,BUF,,,,
Marcell Dareus,,,,Q,,,,,,,,,,,Q,,,13,BUF,,,,
Marcus Easley,,,,,,Q,,,,,,,,,,P,,13,BUF,,,,
Kevin Elliott,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,BUF,,,,
Stephon Gilmore,O,O,O,O,O,Q,,,,,,,,,,,,13,BUF,,,,
Marquise Goodwin,,O,O,O,O,Q,,,Q,Q,,,Q,,,P,,13,BUF,,,,
Chris Hairston,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,13,BUF,,,,
Chris Hogan,,,,,,,,,Q,,,,,,,,,13,BUF,,,,
Dustin Hopkins,O,O,O,O,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,BUF,,,,
Fred Jackson,,,,,P,,Q,P,Q,,,,,,Q,P,,13,BUF,,,,
Stevie Johnson,,,,P,P,Q,P,,Q,,D,P,,,D,Q,,13,BUF,,,,
Kevin Kolb,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,BUF,,,,
Manny Lawson,,,,,,,Q,Q,Q,,,,,,,,,13,BUF,,,,
Doug Legursky,Q,Q,Q,Q,,,,,,,,,,,,,,13,BUF,,,,
Thaddeus Lewis,,,,,,,P,,Q,P,,,,,,P,,13,BUF,,,,
EJ Manuel,P,,,,Q,O,O,O,O,P,,,,,O,Q,,13,BUF,,,,
Leodis McKelvin,,,,Q,,,,,,,,,,,,,,13,BUF,,,,
Jonathan Meeks,,,,,,,O,O,O,O,O,O,IR,P,Q,,,13,BUF,,,,
Nickell Robey-Coleman,,,,,,,,,,,,Q,,,,,,13,BUF,,,,
Da'Norris Searcy,,,,,,,,,,,Q,,,,,,,13,BUF,,,,
Brad Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,13,BUF,,,,
Brandon Smith,,,,,,,,,Q,,,,,Q,Q,,,13,BUF,,,,
Drew Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,BUF,,,,
C.J. Spiller,,,,P,,P,P,Q,Q,,,,,,,,,13,BUF,,,,
Kraig Urbik,,,,Q,P,,,,P,,,,,Q,,,,13,BUF,,,,
Aaron Williams,,,,,,,,,,,,,,,Q,Q,,13,BUF,,,,
Kyle Williams,,,,Q,P,P,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,,13,BUF,,,,
Mario Williams,,,,Q,P,,Q,,P,,,,,,,,,13,BUF,,,,
Robert Woods,,,,,,,,,,D,O,P,,,,,,13,BUF,,,,
Kiko Alonso,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,14,BUF,,,,
Nigel Bradham,S,P,,,Q,Q,,,,,,,,,,,,14,BUF,,,,
